Elapsed_Time, System_Time, Elbow_Angle_L, Elbow_Speed_L, Elbow_Angle_R, Elbow_Speed_R, ArmUD_Angle_L, ArmUD_Speed_L, ArmUD_Angle_R, ArmUD_Speed_R, ArmLR_Angle_L, ArmLR_Speed_L, ArmLR_Angle_R, ArmLR_Speed_R
10.17304, 19:50:00.294,119.6734,-50.69735,123.6858,-0.1294066,12.2355,-0.07561311,13.35854,0.2589265,30.36054,-0.5962012,109.229,-0.3734719,
10.24362, 19:50:00.346,112.8711,-20.03602,123.674,-0.1767807,12.22503,-0.1204895,13.37473,0.2403671,30.30755,-0.6881236,109.2102,-0.2168811,
10.29462, 19:50:00.404,117.2375,41.86876,123.6643,-0.140546,12.22085,-0.06691241,13.38776,0.2103703,30.27688,-0.4749672,109.2026,-0.005982176,
10.35203, 19:50:00.469,117.4099,12.92656,123.6588,0.3532566,12.21778,-0.0186732,13.39754,-0.1917838,30.25606,-0.2137887,109.2096,0.5524167,
10.4177, 19:50:00.555,118.8286,10.62024,123.7078,0.6201722,12.21856,0.03796703,13.36416,-0.4314017,30.25057,0.02051114,109.2706,0.86555,
10.50342, 19:50:00.594,119.0177,1.225951,123.7527,0.6831912,12.22353,0.09148427,13.33223,-0.4743109,30.25916,0.1841463,109.3406,1.182886,
10.54401, 19:50:00.651,118.9834,-0.7763083,123.7941,0.412828,12.23011,1.263986,13.30424,-0.07720563,30.27383,3.35836,109.42,3.046383,
10.59896, 19:50:00.722,118.9435,-1.672136,123.7921,10.7618,12.34429,22.34126,13.32485,-19.93393,30.58004,37.93377,109.6317,117.2375,
10.67112, 19:50:00.775,118.7709,3.362168,125.162,13.29028,15.06983,64.8782,10.77051,-29.95636,35.09546,94.47495,124.3217,192.7465,
10.72425, 19:50:00.844,119.3647,16.38459,125.4572,4.5709,20.47251,85.71552,9.571792,-15.72159,42.41626,105.9611,133.7798,132.5312,
10.79274, 19:50:00.901,120.7636,13.33925,125.7179,5.002326,25.4949,60.09113,8.858387,-10.37946,47.98288,65.86173,140.4407,95.34561,
10.8497, 19:50:00.969,121.0381,5.179174,126.0847,5.631538,28.01083,31.7488,8.269707,-8.489822,50.6785,34.17084,145.7407,73.35544,
10.91723, 19:50:01.024,121.4084,8.274548,126.419,4.58282,29.44715,18.61313,7.801531,-6.602952,52.23663,20.48751,149.5723,52.12283,
10.97197, 19:50:01.096,122.0499,13.6179,126.6451,3.508345,30.28669,8.095458,7.462354,-6.307074,53.18354,11.45684,152.1139,37.66174,
11.04603, 19:50:01.149,123.1623,21.31478,126.8708,5.477061,30.48982,-4.002562,6.989196,-19.78849,53.71225,3.797538,154.4231,71.08075,
11.09777, 19:50:01.219,124.7314,24.47178,127.3341,6.181961,29.78315,-16.06391,4.972865,-40.30848,53.66129,-4.599245,161.0562,139.4617,
11.16777, 19:50:01.271,126.1415,21.74944,127.6234,2.761785,28.5342,-24.13953,2.082028,1434.527,53.15233,-13.24392,171.4012,-1308.65,
11.2195, 19:50:01.347,127.379,16.61364,127.6703,-1.712733,26.8446,-26.60116,179.6004,1385.173,52.04908,-19.51794,1.751879,-1279.162,
11.29478, 19:50:01.397,128.2517,11.77749,127.4059,-4.991835,25.15542,-25.19484,178.0213,-18.36749,50.67324,-22.19592,8.927015,84.63335,
11.34589, 19:50:01.469,128.8674,7.5418,127.0394,-13.58563,23.66041,-26.70442,177.279,7.436627,49.2439,-29.77355,12.44808,-35.12695,
11.41723, 19:50:01.519,129.1752,4.396743,125.7423,-31.78625,21.88547,-28.68323,178.9319,-1424.166,47.02747,-38.58351,4.625724,1265.069,
11.46782, 19:50:01.573,129.4035,-30.05349,123.1638,-52.90434,20.16311,-36.65762,3.632979,-1604.018,44.53948,-56.65776,166.6957,1378,
11.52174, 19:50:01.644,126.0344,-44.78052,120.2135,-31.18037,18.05451,-28.68917,11.30155,97.28306,41.10637,-47.48098,148.6357,-198.6339,
11.59228, 19:50:01.697,123.8301,-26.39634,119.283,-10.82515,16.5924,-19.03288,15.74104,54.03557,38.62989,-32.18608,141.9733,-75.91702,
11.64603, 19:50:01.746,122.7535,-16.43947,118.868,-6.256474,15.68883,-15.71304,18.01786,34.56069,37.10582,-25.39658,139.1997,-40.27417,
11.69543, 19:50:01.809,122.1342,-8.006842,118.6376,-2.570334,14.9715,-10.58138,19.30618,12.92741,36.01008,-15.13643,137.8188,-10.48974,
11.75754, 19:50:01.872,121.8606,14.3891,118.5814,-0.1539844,14.50889,-5.962685,19.45942,-4.558841,35.41794,-6.673948,138.03,12.11413,
11.82064, 19:50:01.944,123.9358,-2.16275,118.6183,1.185629,14.22495,-3.44177,18.7354,-16.79407,35.17448,-1.259847,139.3355,27.29371,
11.89318, 19:50:02.022,121.5673,-32.21645,118.7422,0.2492201,14.04204,-1.711736,17.18145,-21.52976,35.24706,2.806188,141.7321,33.34853,
11.97012, 19:50:02.069,119.12,-26.73812,118.6556,-1.11561,13.96907,-0.5636488,15.51705,-25.89336,35.59396,7.114065,144.3206,41.23683,
12.01787, 19:50:02.120,118.2335,-10.79152,118.6031,1.711132,13.97176,0.4314178,13.95295,-32.27359,36.13407,10.97854,146.8737,55.64182,
12.0693, 19:50:02.194,118.0497,-3.405284,118.8253,4.412089,14.01186,0.8295503,12.31633,-26.34321,36.68275,9.274338,149.8388,49.25527,
12.14232, 19:50:02.253,117.8097,-3.887336,119.1522,4.211686,14.075,1.095445,10.67452,-22.80808,37.28827,9.498186,153.0035,45.29491,
12.20128, 19:50:02.304,117.5367,-4.051735,119.3811,4.156728,14.15644,3.044563,9.306056,-25.48212,37.93634,17.06152,155.817,53.50585,
12.25255, 19:50:02.354,117.363,-3.120626,119.6104,4.177318,14.41062,5.082064,7.86552,-24.3813,39.16903,22.81194,158.9017,53.49997,
12.3028, 19:50:02.419,117.2198,-2.690719,119.8052,2.953602,14.67238,4.746087,6.83083,-15.28612,40.25225,20.49058,161.2484,35.04623,
12.36844, 19:50:02.484,117.0512,-2.788224,119.9527,2.610201,14.96062,5.499156,6.094092,-9.923512,41.54358,21.06928,162.963,23.3115,
12.43283, 19:50:02.544,116.8573,-3.488034,120.1446,4.84098,15.38741,8.358899,5.540517,-10.83015,42.9918,25.04422,164.2795,26.3201,
12.49273, 19:50:02.600,116.6177,-3.378934,120.5544,5.865167,15.99956,9.405246,4.747997,-10.48897,44.65636,24.88306,166.2344,25.98167,
12.54913, 19:50:02.668,116.4643,-2.021673,120.8268,4.796017,16.48132,7.527901,4.320564,-6.652253,45.8859,18.59714,167.3014,16.94955,
12.61647, 19:50:02.722,116.3675,-1.421427,121.1478,5.227642,16.93102,7.00207,3.924878,-5.749388,46.95748,16.39402,168.3317,15.095,
12.6698, 19:50:02.777,116.2928,-1.43897,121.4576,5.327737,17.32626,6.927797,3.626783,-4.885283,47.86417,15.64558,169.1229,13.11391,
12.72508, 19:50:02.844,116.2113,-1.092926,121.7264,3.976144,17.68346,5.212794,3.394282,-3.344813,48.65676,11.3626,169.756,9.189589,
12.79309, 19:50:02.898,116.158,-0.6587477,121.9478,3.413933,17.96892,3.97787,3.214414,-2.571654,49.26503,8.400908,170.2558,7.151073,
12.84816, 19:50:02.968,116.1302,-0.3568479,122.1466,2.82929,18.17305,2.920708,3.077767,-1.883506,49.69073,5.970661,170.6361,5.29591,
12.91759, 19:50:03.019,116.1136,-0.1236725,122.3,2.472239,18.33254,2.111522,2.979926,-1.464631,50.00835,4.248621,170.9151,4.19683,
12.96777, 19:50:03.115,116.1154,0.4714523,122.4424,1.864609,18.42562,0.5650812,2.902571,-0.5679901,50.19894,1.024553,171.1381,1.641723,
13.06406, 19:50:03.133,116.1827,0.5875936,122.5732,1.14221,18.41531,-0.09010434,2.896732,-0.05098765,50.15841,-0.3539219,171.1556,0.1525611,
13.08229, 19:50:03.194,116.1827,4.477805,122.5732,1.732157,18.41531,-6.11518,2.896732,0.2073337,50.15841,-9.20015,171.1556,-0.5697071,
13.14288, 19:50:03.268,116.5356,4.592647,122.7097,1.884653,17.93328,-6.251799,2.913075,0.7710191,49.43322,-10.46443,171.1107,-2.169013,
13.21749, 19:50:03.319,116.8036,4.82049,122.828,1.211621,17.57008,-6.790187,3.000972,2.714762,48.74366,-13.14286,170.8624,-8.367435,
13.26732, 19:50:03.369,117.1355,6.038459,122.8605,0.4552347,17.08832,-8.826517,3.250896,4.824458,47.79774,-17.88065,170.0695,-15.3603,
13.31836, 19:50:03.448,117.4127,6.474914,122.8739,1.343687,16.67972,-8.402142,3.487634,5.554502,46.93996,-17.22287,169.3129,-18.66016,
13.39627, 19:50:03.496,117.9704,8.407078,123.0337,3.175724,16.00485,-8.244852,3.96716,9.916008,45.57682,-17.47937,167.6632,-33.8838,
13.4454, 19:50:03.549,118.4807,5.216141,123.2773,-12.0374,15.63236,13.92553,4.747287,46.97514,44.71952,-6.404304,165.0086,-155.9923,
13.49785, 19:50:03.601,118.5003,9.650509,121.811,-33.63369,17.4194,41.12352,8.738878,86.24365,44.92627,-8.269624,151.8176,-397.9001,
13.54971, 19:50:03.672,119.4874,10.56818,119.7688,-31.3089,19.92215,22.14601,13.74378,70.2715,43.85688,-16.52261,123.5017,-335.8689,
13.61997, 19:50:03.721,119.7909,5.621998,117.9876,-20.62057,20.12383,5.89124,17.32029,43.14684,42.90857,-16.30446,110.8019,-147.5287,
13.66919, 19:50:03.794,120.1591,6.786828,117.305,8.916677,20.62604,7.884844,18.89901,-23.9268,41.9088,-15.18427,105.8748,136.1968,
13.74343, 19:50:03.848,120.6288,9.875976,119.0885,23.51267,21.0973,3.065749,14.36625,-54.64414,41.03389,-9.26918,127.617,265.9291,
13.79628, 19:50:03.899,121.4142,-6.51994,120.2933,16.73924,21.01567,-5.241085,11.95426,-33.54428,40.73078,-3.735827,139.6719,162.9349,
13.84918, 19:50:03.973,119.9393,-5.637219,120.8586,5.964937,20.54308,-9.859857,10.8191,-13.48317,40.63884,-0.310881,144.8466,61.22806,
13.92134, 19:50:04.022,120.7092,0.4633944,121.0393,2.376382,19.78257,-11.75045,10.26803,-7.920105,40.6919,1.044691,147.3292,35.05896,
13.96989, 19:50:04.072,119.9953,6.656538,121.1454,1.622533,19.12463,-12.26334,9.863023,-6.994324,40.76495,1.392728,149.0788,29.61871,
14.02015, 19:50:04.142,121.3669,8.620131,121.1996,0.2640975,18.57094,-8.809232,9.576976,-3.663581,40.8295,-0.4679324,150.2556,13.89793,
14.09105, 19:50:04.196,121.0397,-3.410056,121.1774,-0.6798166,18.05731,-8.081309,9.419148,-1.727072,40.70826,-3.734202,150.7626,3.97463,
14.146, 19:50:04.269,120.9377,0.6428684,121.114,-1.631975,17.55389,-8.450365,9.359621,0.4555753,40.35955,-9.065351,150.7558,-7.163562,
14.21808, 19:50:04.322,121.1213,3.096738,120.9701,-2.011531,16.98384,-8.240788,9.477021,1.535052,39.55667,-12.1017,149.8526,-15.16728,
14.26989, 19:50:04.396,121.3214,2.872522,120.8648,-29.37148,16.53295,-6.364001,9.549797,34.47937,38.86028,-9.897277,148.8767,-148.6138,
14.3454, 19:50:04.469,121.4871,25.84442,117.2305,-21.73359,16.17358,-3.93349,13.86694,25.13599,38.29654,-5.876434,130.9311,-114.6506,
14.41778, 19:50:04.496,125.1436,36.6358,117.6506,4.208877,15.95122,-2.227873,13.26718,-6.009211,37.99121,-3.059271,131.9209,9.917691,
14.44521, 19:50:04.569,125.1436,-2.304651,117.6506,9.577067,15.95122,-1.396132,13.26718,-13.29899,37.99121,-1.762922,131.9209,38.53653,
14.51798, 19:50:04.622,124.9126,-9.368046,118.6103,15.27259,15.81132,-2.041435,11.93458,-21.01919,37.81456,-3.01141,135.7824,70.30383,
14.57067, 19:50:04.694,123.9682,-18.62196,119.5667,-1.935727,15.6951,-1.873136,10.63006,2.263892,37.61339,-3.613993,140.7414,-7.75551,
14.64268, 19:50:04.746,122.5905,-14.77762,118.3689,-19.38109,15.57775,-1.747294,12.21688,25.04621,37.3639,-3.620182,134.8153,-90.52265,
14.69368, 19:50:04.796,122.1504,-20.18649,117.1826,15.89301,15.48016,0.9684924,13.71106,-27.42381,37.16806,0.4189527,129.606,118.7268,
14.74565, 19:50:04.869,120.5119,-22.12084,120.0054,8.847012,15.67748,30.7638,9.392994,-16.31661,37.40704,17.08632,147.0409,78.76825,
14.81826, 19:50:04.918,119.3947,-12.31053,118.2847,-7.995954,19.31249,47.78004,11.67846,12.66663,39.29655,21.60429,139.4184,-41.43745,
14.86633, 19:50:04.969,119.0262,-5.583632,119.0404,14.56415,21.44375,10.48856,10.92165,-14.67563,40.01433,12.05716,142.04,51.39299,
14.9181, 19:50:05.041,118.8372,1.972153,119.7389,11.96923,20.35973,-26.45602,10.21315,-13.12774,40.50041,1.761499,144.5497,46.29637,
14.98907, 19:50:05.094,119.2683,9.529346,120.5096,10.62064,18.19649,-32.10111,9.310328,-12.52409,40.23054,-7.566039,147.7225,43.78278,
15.04291, 19:50:05.149,120.0266,11.7541,121.0644,8.879488,16.3533,-26.1231,8.650068,-10.79821,39.55612,-9.520153,150.0141,36.60174,
15.09737, 19:50:05.219,120.5412,8.153949,121.4712,5.544062,15.36745,-15.07361,8.140922,-7.050782,39.19954,-7.363885,151.6864,22.9859,
15.16814, 19:50:05.271,121.0477,6.990674,121.7587,4.410093,14.4656,-11.83719,7.76708,-5.988003,38.63392,-7.722404,152.8927,19.10471,
15.21967, 19:50:05.344,121.3962,5.420336,122.0105,4.851957,13.91973,-8.399148,7.408571,-7.927701,38.25507,-6.689217,154.0229,26.58119,
15.29304, 19:50:05.398,121.7247,4.73283,122.3647,4.877165,13.41653,-6.985216,6.776896,-8.81516,37.79842,-7.005005,156.2127,30.5651,
15.34791, 19:50:05.448,122.0031,5.048076,122.636,4.124023,13.02397,-6.920105,6.278152,-7.510139,37.35677,-8.411758,157.9425,26.15992,
15.39617, 19:50:05.501,122.2453,4.197827,122.79,2.55945,12.70285,-5.456734,6.002366,-4.615947,36.93091,-7.536324,158.9106,16.20556,
15.44998, 19:50:05.569,122.4315,2.196711,122.8972,1.595209,12.46703,-2.764936,5.807024,-3.025521,36.58758,-4.159571,159.5965,10.48339,
15.51814, 19:50:05.612,122.5132,1.143154,122.9846,1.716465,12.36561,-1.40485,5.633348,-3.667941,36.42357,-2.459773,160.1893,12.48356,
15.55998, 19:50:05.679,122.5573,0.5853896,123.086,1.675267,12.3125,-0.6664209,5.403549,-3.978465,36.317,-1.81844,160.9697,12.55968,
15.6281, 19:50:05.725,122.5776,-0.1062555,123.1688,1.154062,12.29233,0.3300373,5.195878,-2.964629,36.22362,-0.8016089,161.5703,8.875854,
15.67378, 19:50:05.797,122.5452,-1.140023,123.2174,0.7265785,12.35006,1.819954,5.066154,-1.922716,36.22577,0.9219775,161.9798,5.880764,
15.745, 19:50:05.848,122.4443,-8.45285,123.2538,0.5457584,12.50509,27.07351,4.971109,-1.327468,36.3314,21.78861,162.2578,3.897048,
15.79647, 19:50:05.906,121.5082,-10.68282,123.2843,-45.41335,15.67153,37.44714,4.903296,53.85376,38.89888,27.47767,162.4579,-230.8772,
15.85408, 19:50:05.975,121.2791,-2.547489,118.3004,-31.90369,16.58958,10.67042,10.84513,34.99682,39.32849,4.447359,137.0752,-153.3913,
15.93011, 19:50:06.030,121.1677,-1.430879,119.0205,-16.57817,17.09759,6.784105,9.580481,16.73926,39.49325,2.005679,141.9578,-70.48482,
15.97969, 19:50:06.094,121.0994,-0.7780327,116.218,-6.520162,17.44174,5.446383,12.94776,6.711974,39.58042,0.4395841,128.2216,-50.11088,
16.04191, 19:50:06.170,121.0807,0.9151664,118.2916,7.094615,17.70649,14.75234,10.33087,-8.367715,39.54239,-8.481706,136.3555,9.962484,
16.11853, 19:50:06.221,121.2265,2.759963,117.203,-13.77151,19.49005,25.33126,11.78593,19.00154,38.40277,-14.60862,129.6048,-85.35553,
16.17046, 19:50:06.274,121.4355,16.48129,116.5212,22.29304,20.96286,11.64941,12.77354,-24.60067,37.66443,-10.80801,125.3829,71.04254,
16.22273, 19:50:06.321,122.9437,12.16086,119.5258,18.20753,20.70385,-9.574093,9.222674,-20.25578,37.27663,-6.889726,137.0071,39.22805,
16.27068, 19:50:06.380,122.6542,-5.151473,118.3459,-15.00909,20.00338,-15.53366,10.74359,19.14377,36.97397,-5.364707,129.3142,-103.6708,
16.32912, 19:50:06.447,122.3957,2.13523,117.929,21.97664,19.05123,-14.14947,11.25938,-28.70876,36.70588,-2.81291,125.9775,109.1721,
16.39514, 19:50:06.496,122.92,-2.04342,121.0811,41.71403,18.24236,-12.32382,7.170549,-53.02881,36.62388,-0.3997037,142.9016,236.7364,
16.445, 19:50:06.554,122.1589,-4.210889,122.7629,24.90684,17.62313,-9.819344,5.11435,-30.18442,36.65956,1.814592,153.4108,158.5091,
16.50352, 19:50:06.619,122.4636,-3.053427,123.7807,13.27092,17.17807,-6.739627,3.898951,-15.61999,36.82056,2.147257,160.0819,87.07954,
16.56774, 19:50:06.671,121.7841,-10.30935,124.3917,8.551251,16.79592,-5.462839,3.197185,-9.766874,36.92311,2.170992,164.0987,56.6938,
16.61993, 19:50:06.723,121.2635,-8.692268,124.7761,-48.33262,16.54215,-4.292441,2.761996,56.6145,37.07328,2.776232,166.6816,-272.0116,
16.67164, 19:50:06.799,120.8809,-6.646605,119.3698,-37.98001,16.34992,-2.592006,9.0797,45.52843,37.21157,2.367605,135.8354,-224.8904,
16.74758, 19:50:06.849,120.415,-6.119778,119.928,-6.418889,16.21128,-2.050003,8.573668,10.00896,37.37551,2.679999,137.9745,-41.42717,
16.79782, 19:50:06.919,120.1087,8.066934,118.5598,-18.64628,16.09124,-1.811956,10.34266,24.08819,37.54974,3.20623,130.6081,-93.69829,
16.86772, 19:50:06.962,121.3842,3.69395,117.6878,-12.62927,15.99359,-1.554067,11.46762,16.31403,37.7607,3.571806,126.7175,-53.09401,
16.9111, 19:50:07.019,120.5272,-13.6768,117.1292,-9.572753,15.91521,-1.537273,12.19064,12.27138,37.95434,3.341661,124.5938,-33.80121,
16.96774, 19:50:07.094,120.0163,-6.301916,116.7304,37.25472,15.83984,-1.144202,12.69498,-51.44261,38.09493,1.789821,123.3368,154.7548,
17.04309, 19:50:07.144,119.6954,-3.472255,122.0463,29.77179,15.76419,-1.207747,5.400998,-44.76318,38.19057,1.10243,145.0191,106.2931,
17.09224, 19:50:07.194,119.584,12.42793,120.437,-31.78765,15.68947,-1.44144,7.12195,35.19387,38.23218,0.5074977,136.5703,-150.3526,
17.14243, 19:50:07.247,120.93,19.76152,118.8885,-26.0908,15.621,-1.144067,8.897172,30.73249,38.24099,-0.02131571,130.083,-100.0908,
17.19496, 19:50:07.319,121.614,7.124546,117.7568,-14.80512,15.57195,-0.7005666,10.27892,18.33733,38.22999,-0.07780529,126.2886,-46.484,
17.26799, 19:50:07.369,121.8246,-7.654033,117.0295,18.36691,15.53303,-0.6089668,11.19966,-18.97747,38.23122,0.09628436,124.2463,137.2898,
17.31806, 19:50:07.428,120.6718,-18.31965,120.0177,42.43917,15.49699,-0.6598607,7.942857,-46.93317,38.24184,1.890952,143.1885,256.0643,
17.37696, 19:50:07.475,119.8283,-21.64333,121.654,-6.560121,15.46113,-0.6593404,6.085408,7.002168,38.43727,4.150118,152.1493,10.82322,
17.42385, 19:50:07.544,118.3822,-24.8361,119.3237,-13.58317,15.42724,3.90387,8.683598,12.60688,38.68087,12.57576,144.3335,-19.20569,
17.49289, 19:50:07.606,116.949,-27.24449,120.0793,-5.424122,15.91371,63.0447,7.546955,-8.538422,39.89521,48.8225,149.9228,60.67482,
17.55528, 19:50:07.669,114.8015,-43.92323,118.6108,-48.81557,23.71318,129.9465,7.561396,36.53188,45.0976,75.06894,152.3079,-28.6627,
17.61861, 19:50:07.719,111.4271,-104.4999,113.9424,-133.4785,32.25022,225.6838,12.13964,120.2599,49.33266,106.4396,146.3194,-117.0939,
17.66741, 19:50:07.773,103.0832,-199.6347,103.643,-169.1946,49.02065,292.5007,21.04696,143.2521,57.0334,130.7258,139.1774,-88.99406,
17.72245, 19:50:07.823,90.69666,-243.0781,96.37289,-243.0526,62.62402,237.3389,27.01519,223.8852,62.90747,104.3236,137.0781,-91.93209,
17.77111, 19:50:07.896,77.87582,5.812144,78.43829,-143.0605,73.63284,87.95193,44.264,137.1564,67.85182,41.68529,129.644,-58.27829,
17.84571, 19:50:07.947,91.41307,91.74622,78.73917,14.18419,73.46502,-6.858799,43.92116,-15.82287,68.04562,-0.6031439,129.8947,12.81595,
17.89548, 19:50:07.998,89.28618,23.35434,80.20235,59.94748,72.77982,-17.10935,42.29613,-43.32952,67.77681,-8.483316,131.2379,36.61716,
17.94637, 19:50:08.072,93.76402,60.53035,84.77374,79.72104,71.74272,-20.69196,39.55943,-51.84208,67.19165,-16.46711,133.5807,47.26046,
18.02167, 19:50:08.121,96.92451,43.3778,90.26237,-448.5942,70.1687,-21.77571,35.75417,332.8329,65.69882,-22.66367,137.2017,-312.1572,
18.07094, 19:50:08.176,99.16754,33.12281,28.89284,-588.0635,69.03014,-16.89289,81.02007,432.0046,64.36846,-20.2593,94.6956,-408.4182,
18.12494, 19:50:08.248,100.3448,44.35225,29.53779,8.101066,68.42431,-7.377692,80.36381,-6.658069,63.60681,-8.993125,95.02763,1.762717,
18.19607, 19:50:08.298,104.7171,58.13012,29.90647,205.5446,68.10702,-3.94809,80.18698,-180.444,63.24321,-4.83084,94.91616,166.1553,
18.24692, 19:50:08.353,107.436,42.27324,54.61183,368.3621,67.94269,-1.439342,58.35175,-285.5967,63.0175,-2.250898,115.2966,321.8584,
18.30177, 19:50:08.419,109.1853,0.5620168,68.84218,155.5986,67.95488,0.3840596,49.99954,-94.58202,63.00529,3.233648,128.9364,152.699,
18.36782, 19:50:08.481,107.504,-213.676,73.42358,49.82644,67.98912,33.51358,46.91685,-33.76651,63.40845,144.5702,133.7578,55.87661,
18.43087, 19:50:08.540,81.59959,-220.747,75.27481,22.12478,72.28151,29.5102,45.64026,-5.371452,81.66941,161.0555,136.1502,27.77347,
18.49045, 19:50:08.596,80.43481,-16.21218,76.13664,-4.325101,71.60782,-9.898543,46.25818,54.18505,83.15794,21.94747,137.1635,-10.01313,
18.54532, 19:50:08.641,79.74407,-10.3265,74.77979,-65.0735,71.1486,-8.426003,51.84187,92.34604,84.18135,16.99113,135.0041,-36.98539,
18.5902, 19:50:08.722,79.40469,-157.8794,69.64528,-45.34398,70.76729,12.47652,55.4701,46.39889,84.85287,126.2344,133.4741,-14.24157,
18.66983, 19:50:08.771,60.08594,-72.07445,69.13385,-5.108765,72.7021,11.89036,57.61916,24.73528,99.89925,67.07796,133.2309,-3.071102,
18.72025, 19:50:08.824,70.03136,136.9767,68.98088,1.568716,72.31364,-8.196655,58.68694,12.57675,93.57641,-90.80039,133.0747,9.647631,
18.7726, 19:50:08.886,74.16302,49.6831,69.29507,3.49292,71.85973,-7.536247,58.91167,2.208316,90.56771,-39.54703,134.2224,16.14642,
18.83489, 19:50:08.948,75.72672,29.24542,69.38129,0.7435992,71.44973,-5.67006,58.94008,-1.560892,89.04299,-21.16028,134.9256,8.906163,
18.89627, 19:50:09.002,77.77965,30.64058,69.38702,1.351454,71.15854,-4.022319,58.71864,-5.590563,87.95093,-16.53147,135.3237,4.724247,
18.9518, 19:50:09.053,79.30888,7.535269,69.53928,6.282919,70.97948,-2.739212,58.2865,-32.76027,87.11031,-15.57011,135.4779,6.590024,
19.00115, 19:50:09.119,78.57,1.111944,70.04602,23.19152,70.87123,-1.221989,55.28252,-38.98503,86.31783,-13.37666,136.0149,-4.393247,
19.06737, 19:50:09.171,79.43739,19.18194,72.21957,21.58935,70.83826,-0.1450981,53.78092,-32.80048,85.56435,-11.54478,134.9702,-22.43723,
19.12141, 19:50:09.225,80.87668,27.7896,72.6422,6.948269,70.85378,1.046265,51.33817,-48.498,84.92953,-14.86394,133.3168,-36.07248,
19.17484, 19:50:09.294,82.42413,25.0906,72.96635,21.23723,70.95071,3.263115,48.56849,-22.04498,83.96681,-20.51744,131.0932,-20.11334,
19.24284, 19:50:09.347,83.92361,28.99563,75.22118,32.00297,71.25005,7.564054,48.66109,0.7781996,82.43796,-32.40191,130.8743,-1.854242,
19.29544, 19:50:09.397,85.92094,37.2692,76.82584,25.49851,71.86292,12.955,48.66234,-0.5991014,80.05921,-47.81873,130.8696,1.732066,
19.34558, 19:50:09.450,87.75255,30.06375,77.84084,20.62498,72.58101,16.77545,48.59954,-2.343847,77.52518,-42.23526,131.0522,6.032206,
19.39873, 19:50:09.521,89.02613,-29.31051,78.95613,19.33183,73.5956,14.04037,48.42025,-4.455353,75.69687,-43.22592,131.4926,9.722714,
19.4705, 19:50:09.569,84.09119,-20.37387,80.25569,21.11741,74.33488,11.74373,48.043,-6.371613,72.12557,-46.13696,132.2668,12.63248,
19.51895, 19:50:09.644,86.57686,-137.0039,81.49479,-254.9177,75.00739,21.93749,47.65428,218.8387,70.15045,93.16775,133.0113,-220.9957,
19.59243, 19:50:09.694,67.38589,-239.4921,49.17282,-272.4086,77.00978,26.58705,74.72665,190.4965,83.48579,175.5475,105.3201,-126.43,
19.64273, 19:50:09.748,56.93224,95.15604,47.77572,-43.62075,78.29836,3.07564,71.23416,-29.35259,91.87994,-63.31831,117.3616,133.5373,
19.69625, 19:50:09.819,77.26453,187.8859,44.64433,-24.45833,77.32908,-8.958105,71.67941,-8.163357,76.9124,-159.0737,119.1833,36.63256,
19.76738, 19:50:09.869,80.35276,58.97916,44.72692,-3.138273,77.18171,-4.577105,70.21658,-19.50972,72.05095,-72.75949,121.928,30.75135,
19.81952, 19:50:09.921,84.53534,133.5344,44.25745,20.84326,76.76482,-66.56294,69.2743,-19.2407,67.94278,-131.0954,122.9742,17.18032,
19.87011, 19:50:09.972,94.07072,147.6718,46.86814,51.34605,70.34371,-179.2384,68.23998,-19.29391,58.58355,-165.2667,123.6929,11.2867,
19.92101, 19:50:10.048,99.52142,-234.7599,49.46817,32.78499,58.57528,-51.17655,67.31631,-22.93449,51.17112,210.2996,124.1196,-80.3258,
19.99757, 19:50:10.099,64.14811,-98.76024,51.04694,35.63527,63.82072,-48.15996,65.31674,-23.65488,85.38843,91.38885,113.4545,-132.6976,
20.04728, 19:50:10.161,87.05075,255.5426,53.96791,70.56947,52.49402,-129.2418,64.32935,-17.72937,62.71099,-263.4203,107.3636,-71.03922,
20.10849, 19:50:10.220,92.49239,75.92148,58.87436,70.77807,49.48547,14.00969,63.35023,-13.4022,56.17037,-94.26925,105.575,-23.33254,
